date,scheduled_start,home_team,away_team,competition,stadium_name,type,half,minute,second,team,player,coord_1_x,coord_1_y,coord_1_z,receiver,coord_2_x,coord_2_y,coord_2_z
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,6,Barracas Central,Nicolás Capraro,0.65,-0.32,-1.0,Facundo Mater,0.46,-0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,12,Barracas Central,Facundo Mater,0.37,-0.85,-1.0,Lucas Brochero,-0.55,-0.79,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,17,Barracas Central,Lucas Brochero,-0.57,-0.78,-1.0,Alexis Domínguez,-0.51,-0.62,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,28,Barracas Central,Facundo Mater,-0.24,-0.94,-1.0,Rodrigo Herrera,-0.09,-0.36,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,33,Barracas Central,Rodrigo Herrera,0.02,-0.26,-1.0,Gonzalo Goñi,0.44,0.5,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,35,Barracas Central,Gonzalo Goñi,0.43,0.49,-1.0,Rodrigo Insúa,0.09,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,38,Barracas Central,Rodrigo Insúa,0.0,0.76,-1.0,Siro Rosané,-0.02,0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,41,Barracas Central,Siro Rosané,-0.05,0.33,-1.0,Alan Cantero,-0.41,-0.05,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,59,Barracas Central,Siro Rosané,-0.19,0.02,-1.0,Rodrigo Insúa,-0.19,0.54,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,18,2,Barracas Central,Rodrigo Insúa,-0.15,0.56,-1.0,Gonzalo Goñi,0.45,0.43,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,18,5,Barracas Central,Gonzalo Goñi,0.46,0.44,-1.0,Nicolás Capraro,0.45,-0.23,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,18,6,Barracas Central,Nicolás Capraro,0.44,-0.23,-1.0,Facundo Mater,0.2,-0.68,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,18,10,Barracas Central,Facundo Mater,0.04,-0.68,-1.0,Lucas Brochero,-0.4,-0.7,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,18,12,Barracas Central,Lucas Brochero,-0.42,-0.75,-1.0,Alexis Domínguez,-0.78,-0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,18,56,Barracas Central,Rodrigo Herrera,0.15,-0.42,-1.0,Maximiliano Zalazar,-0.4,-0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,19,37,Barracas Central,Sebastián Moyano,0.7,0.13,-1.0,Gonzalo Goñi,0.67,0.69,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,19,44,Dep. Riestra,Guillermo Pereira,-0.27,-0.36,-1.0,Milton Céliz,-0.09,-0.04,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,4,Barracas Central,Sebastián Moyano,0.58,-0.59,-1.0,Nicolás Capraro,0.58,-0.59,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,15,Barracas Central,Gonzalo Goñi,0.62,0.58,-1.0,Rodrigo Insúa,0.35,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,19,Barracas Central,Rodrigo Insúa,0.35,0.81,-1.0,Maximiliano Zalazar,-0.48,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,31,Dep. Riestra,William Machado,-0.21,0.17,-1.0,Walter Acuña,-0.02,-0.07,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,31,Barracas Central,Rodrigo Insúa,-0.64,0.9,-1.0,Siro Rosané,-0.42,0.55,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,36,Barracas Central,Siro Rosané,-0.32,0.55,-1.0,Alan Cantero,-0.48,0.13,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,46,Dep. Riestra,Walter Acuña,0.63,-0.82,-1.0,Guillermo Pereira,0.65,-0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,21,49,Dep. Riestra,Guillermo Pereira,0.68,-0.85,-1.0,Walter Acuña,0.9,-0.77,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,22,48,Dep. Riestra,Milton Céliz,0.42,-0.13,-1.0,Nicolás Benegas,0.64,0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,23,18,Barracas Central,Facundo Mater,0.46,-0.81,-1.0,Rodrigo Herrera,0.23,-0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,23,21,Barracas Central,Rodrigo Herrera,0.22,-0.42,-1.0,Gonzalo Goñi,0.59,-0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,23,23,Barracas Central,Gonzalo Goñi,0.62,-0.38,-1.0,Nicolás Capraro,0.63,0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,23,26,Barracas Central,Nicolás Capraro,0.63,0.54,-1.0,Gonzalo Goñi,0.68,-0.4,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,23,28,Barracas Central,Gonzalo Goñi,0.66,-0.47,-1.0,Facundo Mater,0.52,-0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,23,30,Barracas Central,Facundo Mater,0.46,-0.75,-1.0,Rodrigo Herrera,0.31,-0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,24,30,Barracas Central,Sebastián Moyano,0.87,-0.01,-1.0,Facundo Mater,0.53,-0.75,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,24,35,Barracas Central,Facundo Mater,0.51,-0.66,-1.0,Nicolás Capraro,0.71,-0.21,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,24,36,Barracas Central,Nicolás Capraro,0.73,-0.28,-1.0,Facundo Mater,0.63,-0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,24,49,Barracas Central,Rodrigo Herrera,0.42,-0.39,-1.0,Rodrigo Insúa,0.43,-0.4,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,24,55,Barracas Central,Rodrigo Insúa,0.4,0.81,-1.0,Siro Rosané,-0.16,0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,24,57,Barracas Central,Sebastián Moyano,-0.15,0.38,-1.0,Alan Cantero,-0.22,-0.14,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,25,51,Dep. Riestra,Ignacio Arce,-0.74,-0.13,-1.0,Alan Barrionuevo,-0.35,-0.64,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,25,56,Dep. Riestra,Alan Barrionuevo,0.11,-0.61,-1.0,Nicolás Benegas,0.46,-0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,26,9,Dep. Riestra,Milton Céliz,0.44,0.29,-1.0,Nicolás Benegas,0.45,-0.07,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,26,42,Barracas Central,Sebastián Moyano,0.85,0.16,-1.0,Nicolás Capraro,0.73,-0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,26,46,Barracas Central,Nicolás Capraro,0.75,-0.29,-1.0,Facundo Mater,0.67,-0.75,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,26,44,Dep. Riestra,Guillermo Pereira,0.31,-0.71,-1.0,Walter Acuña,0.45,-0.08,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,26,50,Dep. Riestra,Walter Acuña,0.48,0.24,-1.0,Milton Céliz,0.63,0.13,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,7,Barracas Central,Sebastián Moyano,0.73,-0.04,-1.0,Siro Rosané,0.29,0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,11,Barracas Central,Siro Rosané,0.26,0.43,-1.0,Alan Cantero,0.02,0.15,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,13,Barracas Central,Alan Cantero,0.03,0.16,-1.0,Gonzalo Goñi,0.58,0.51,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,15,Barracas Central,Gonzalo Goñi,0.62,0.44,-1.0,Nicolás Capraro,0.66,-0.08,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,19,Barracas Central,Facundo Mater,0.61,-0.2,-1.0,Nicolás Capraro,0.6,-0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,30,Barracas Central,Siro Rosané,-0.11,-0.22,-1.0,Lucas Brochero,-0.51,-0.67,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,27,34,Barracas Central,Lucas Brochero,-0.51,-0.65,-1.0,Siro Rosané,-0.22,-0.24,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,28,20,Dep. Riestra,Nicolás Benegas,-0.46,-0.37,-1.0,Walter Acuña,-0.14,-0.63,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,29,55,Barracas Central,Gonzalo Goñi,0.76,0.88,-1.0,Rodrigo Insúa,0.33,0.84,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,1,Barracas Central,Rodrigo Insúa,0.34,0.84,-1.0,Maximiliano Zalazar,-0.17,0.57,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,7,Dep. Riestra,Nicolás Caro Torres,-0.17,0.78,-1.0,Nahuel Iribarren,-0.3,0.27,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,12,Dep. Riestra,Nahuel Iribarren,-0.2,0.06,-1.0,Alan Barrionuevo,-0.15,-0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,15,Dep. Riestra,Alan Barrionuevo,-0.17,-0.61,-1.0,Nahuel Iribarren,-0.29,-0.02,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,30,Barracas Central,Nicolás Capraro,0.59,-0.04,-1.0,Lucas Brochero,0.22,-0.35,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,33,Barracas Central,Lucas Brochero,0.2,-0.35,-1.0,Facundo Mater,0.53,-0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,37,Barracas Central,Facundo Mater,0.48,-0.6,-1.0,Alan Cantero,-0.39,-0.31,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,40,Barracas Central,Alan Cantero,-0.36,-0.33,-1.0,Rodrigo Herrera,0.23,-0.06,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,30,42,Barracas Central,Rodrigo Herrera,0.16,-0.1,-1.0,Alan Cantero,-0.19,-0.33,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,1,Barracas Central,Facundo Mater,0.31,-0.91,-1.0,Siro Rosané,0.15,-0.48,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,7,Barracas Central,Siro Rosané,0.16,-0.47,-1.0,Facundo Mater,0.25,-0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,9,Barracas Central,Facundo Mater,0.25,-0.8,-1.0,Siro Rosané,0.07,-0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,11,Barracas Central,Siro Rosané,-0.04,-0.46,-1.0,Rodrigo Herrera,-0.03,-0.04,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,12,Barracas Central,Rodrigo Herrera,-0.01,-0.01,-1.0,Rodrigo Insúa,0.06,0.89,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,15,Barracas Central,Rodrigo Insúa,0.01,0.88,-1.0,Maximiliano Zalazar,-0.4,0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,18,Barracas Central,Maximiliano Zalazar,-0.41,0.76,-1.0,Alan Cantero,-0.37,0.06,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,20,Barracas Central,Alan Cantero,-0.41,0.06,-1.0,Rodrigo Herrera,-0.39,-0.15,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,22,Barracas Central,Rodrigo Herrera,-0.31,-0.23,-1.0,Facundo Mater,-0.58,-0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,29,Barracas Central,Facundo Mater,-0.63,-0.8,-1.0,Rodrigo Herrera,-0.09,-0.73,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,33,Barracas Central,Rodrigo Herrera,-0.12,-0.67,-1.0,Nicolás Capraro,0.23,-0.19,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,36,Barracas Central,Nicolás Capraro,0.18,-0.14,-1.0,Gonzalo Goñi,0.15,0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,38,Barracas Central,Gonzalo Goñi,0.12,0.5,-1.0,Rodrigo Insúa,-0.26,0.71,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,41,Barracas Central,Rodrigo Insúa,-0.22,0.71,-1.0,Gonzalo Goñi,0.12,0.47,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,42,Barracas Central,Gonzalo Goñi,0.1,0.46,-1.0,Nicolás Capraro,0.17,-0.23,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,45,Barracas Central,Nicolás Capraro,0.15,-0.32,-1.0,Rodrigo Herrera,-0.07,-0.17,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,47,Barracas Central,Rodrigo Herrera,-0.08,-0.17,-1.0,Alan Cantero,-0.39,0.19,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,31,52,Barracas Central,Alan Cantero,-0.37,-0.02,-1.0,Lucas Brochero,-0.57,-0.51,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,32,1,Barracas Central,Rodrigo Herrera,0.0,0.24,-1.0,Siro Rosané,-0.24,0.3,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,32,7,Barracas Central,Siro Rosané,-0.38,0.08,-1.0,Rodrigo Insúa,-0.5,0.77,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,32,13,Barracas Central,Rodrigo Insúa,-0.46,0.68,-1.0,Gonzalo Goñi,0.15,0.33,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,32,15,Barracas Central,Gonzalo Goñi,0.19,0.21,-1.0,Nicolás Capraro,0.29,-0.22,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,32,24,Barracas Central,Nicolás Capraro,0.23,0.42,-1.0,Siro Rosané,-0.33,0.59,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,32,27,Barracas Central,Siro Rosané,-0.2,0.55,-1.0,Rodrigo Herrera,-0.17,-0.02,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,33,12,Barracas Central,Alan Cantero,0.25,0.06,-1.0,Siro Rosané,0.21,0.25,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,33,15,Barracas Central,Siro Rosané,0.16,0.31,-1.0,Rodrigo Insúa,-0.23,0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,33,47,Barracas Central,Facundo Mater,0.38,-0.93,-1.0,Nicolás Capraro,0.64,-0.36,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,33,51,Barracas Central,Nicolás Capraro,0.65,-0.31,-1.0,Gonzalo Goñi,0.58,0.45,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,33,54,Barracas Central,Gonzalo Goñi,0.6,0.44,-1.0,Rodrigo Insúa,0.33,0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,33,58,Barracas Central,Rodrigo Insúa,0.41,0.83,-1.0,Gonzalo Goñi,0.6,0.4,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,0,Barracas Central,Gonzalo Goñi,0.66,0.2,-1.0,Nicolás Capraro,0.62,-0.38,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,2,Barracas Central,Nicolás Capraro,0.55,-0.35,-1.0,Rodrigo Herrera,0.33,-0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,4,Barracas Central,Rodrigo Herrera,0.23,-0.25,-1.0,Nicolás Capraro,0.46,-0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,42,Barracas Central,Facundo Mater,0.47,-0.71,-1.0,Nicolás Capraro,0.68,-0.4,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,48,Barracas Central,Nicolás Capraro,0.68,-0.36,-1.0,Sebastián Moyano,0.83,0.21,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,50,Barracas Central,Sebastián Moyano,0.85,0.15,-1.0,Gonzalo Goñi,0.54,0.47,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,53,Barracas Central,Gonzalo Goñi,0.52,0.55,-1.0,Rodrigo Insúa,0.2,0.88,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,56,Barracas Central,Rodrigo Insúa,0.21,0.81,-1.0,Gonzalo Goñi,0.53,0.5,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,34,59,Barracas Central,Gonzalo Goñi,0.59,0.45,-1.0,Siro Rosané,0.31,0.59,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,18,Barracas Central,Sebastián Moyano,0.75,0.24,-1.0,Rodrigo Herrera,0.49,0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,22,Barracas Central,Rodrigo Herrera,0.48,0.29,-1.0,Rodrigo Insúa,0.22,0.91,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,24,Dep. Riestra,Nicolás Caro Torres,-0.86,0.77,-1.0,Maximiliano Rodríguez,-0.52,0.94,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,36,Barracas Central,Rodrigo Herrera,0.27,0.4,-1.0,Rodrigo Insúa,0.22,0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,39,Barracas Central,Rodrigo Insúa,0.19,0.85,-1.0,Sebastián Moyano,0.94,0.52,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,43,Dep. Riestra,Nahuel Iribarren,-0.19,-0.03,-1.0,Guillermo Pereira,0.01,-0.73,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,35,47,Dep. Riestra,Guillermo Pereira,-0.07,-0.7,-1.0,Alan Barrionuevo,-0.25,-0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,9,Barracas Central,Sebastián Moyano,0.8,0.36,-1.0,Rodrigo Insúa,0.49,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,11,Barracas Central,Rodrigo Insúa,0.49,0.78,-1.0,Nicolás Capraro,0.69,0.07,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,35,Barracas Central,Nicolás Capraro,0.48,-0.97,-1.0,Facundo Mater,0.73,-0.55,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,38,Barracas Central,Facundo Mater,0.68,-0.51,-1.0,Gonzalo Goñi,0.63,0.13,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,40,Barracas Central,Gonzalo Goñi,0.6,0.3,-1.0,Rodrigo Insúa,0.28,0.86,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,43,Barracas Central,Rodrigo Insúa,0.21,0.85,-1.0,Gonzalo Goñi,0.58,0.65,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,49,Barracas Central,Gonzalo Goñi,0.55,0.59,-1.0,Nicolás Capraro,0.63,-0.04,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,52,Barracas Central,Nicolás Capraro,0.62,-0.17,-1.0,Alan Cantero,-0.19,-0.48,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,36,58,Barracas Central,Alan Cantero,-0.27,-0.52,-1.0,Maximiliano Zalazar,-0.48,-0.85,-1.0
